onset	duration	stimulus
1.0062	4.0	CSminHt
25.0116	4.0	CSnegFt
49.017	4.0	CSnegHt
73.0058	4.0	CSneutFt
97.0112	4.0	CSminFt
121.0166	4.0	CSneutHt
145.0055	4.0	CSminHt
169.0108	4.0	CSnegFt
193.0162	4.0	CSnegHt
217.005	4.0	CSneutFt
241.0105	4.0	CSminFt
265.0159	4.0	CSneutHt
289.0046	4.0	CSneutFf
313.01	4.0	CSnegHf
337.0155	4.0	CSneutHf
361.0042	4.0	CSminFf
385.0096	4.0	CSminHf
409.0151	4.0	CSnegFf
433.0038	4.0	CSminHf
457.0093	4.0	CSneutFf
481.0147	4.0	CSminHt
505.0034	4.0	CSnegFt
529.0089	4.0	CSnegHt
553.0143	4.0	CSneutFt
577.0031	4.0	CSminFt
601.0085	4.0	CSneutHt
625.0139	4.0	CSnegFf
649.0027	4.0	CSnegHf
673.0081	4.0	CSminFf
697.0135	4.0	CSnegFf
721.0023	4.0	CSneutHf
745.0077	4.0	CSneutFf
769.0131	4.0	CSminFf
793.0019	4.0	CSnegHf
817.0074	4.0	CSminHf
840.9961	4.0	CSneutHf
865.0015	4.0	CSminHt
889.0069	4.0	CSnegFt
912.9957	4.0	CSnegHt
937.0011	4.0	CSneutFt
961.0065	4.0	CSminFt
984.9953	4.0	CSneutHt
1009.0007	4.0	CSnegHf
1033.0061	4.0	CSneutFf
1056.9949	4.0	CSminHf
1081.0004	4.0	CSnegFf
1105.0057	4.0	CSminFf
1128.9945	4.0	CSneutHf
1152.9999	4.0	CSminHt
1177.0054	4.0	CSnegFt
1200.9941	4.0	CSnegHt
1224.9995	4.0	CSneutFt
1249.005	4.0	CSminFt
1272.9937	4.0	CSneutHt
1296.9992	4.0	CSnegHf
1321.0046	4.0	CSneutHf
1344.9934	4.0	CSnegFf
1368.9988	4.0	CSminHf
1393.0042	4.0	CSneutFf
1416.993	4.0	CSminHt
1440.9984	4.0	CSnegFt
1465.0038	4.0	CSnegHt
1488.9926	4.0	CSneutFt
1512.998	4.0	CSminFt
1537.0035	4.0	CSneutHt
1560.9922	4.0	CSminFf
1584.9976	4.0	CSnegHf
1609.003	4.0	CSminFf
1632.9918	4.0	CSnegFf
1656.9972	4.0	CSminHf
1681.0026	4.0	CSneutFf
1704.9914	4.0	CSneutHf
1728.9968	4.0	CSminHt
1753.0022	4.0	CSnegFt
1776.991	4.0	CSnegHt
1800.9964	4.0	CSneutFt
1825.0019	4.0	CSminFt
1848.9906	4.0	CSneutHt
