onset	duration	stimulus
1.0081	4.0	CSneutFt
25.0137	4.0	CSnegHt
49.0025	4.0	CSneutHt
73.008	4.0	CSminFt
97.0135	4.0	CSnegFt
121.0024	4.0	CSminHt
145.0079	4.0	CSneutFt
169.0134	4.0	CSnegHt
193.0023	4.0	CSneutHt
217.0078	4.0	CSminFt
241.0133	4.0	CSnegFt
265.0022	4.0	CSminHt
289.0077	4.0	CSneutFf
293.0206	0.5	USneut
313.0132	4.0	CSnegHf
317.3688	0.5	USneg
337.0021	4.0	CSneutHf
341.0193	0.5	USneut
361.0076	4.0	CSminFf
385.0132	4.0	CSminHf
409.002	4.0	CSnegFf
413.3687	0.5	USneg
433.0075	4.0	CSminHf
457.013	4.0	CSneutFf
461.019	0.5	USneut
481.0019	4.0	CSneutFt
505.0074	4.0	CSnegHt
529.0129	4.0	CSneutHt
553.0018	4.0	CSminFt
577.0073	4.0	CSnegFt
601.0128	4.0	CSminHt
625.0017	4.0	CSnegHf
629.3677	0.5	USneg
649.0072	4.0	CSnegFf
653.3677	0.5	USneg
673.0127	4.0	CSnegFf
677.3677	0.5	USneg
697.0015	4.0	CSminFf
721.0071	4.0	CSneutHf
725.0183	0.5	USneut
745.0126	4.0	CSneutFf
749.0183	0.5	USneut
769.0015	4.0	CSminFf
793.007	4.0	CSnegHf
797.3677	0.5	USneg
817.0125	4.0	CSminHf
841.0013	4.0	CSneutHf
845.018	0.5	USneut
865.0069	4.0	CSneutFt
889.0124	4.0	CSnegHt
913.0012	4.0	CSneutHt
937.0068	4.0	CSminFt
961.0123	4.0	CSnegFt
985.0012	4.0	CSminHt
1009.0067	4.0	CSnegHf
1013.3667	0.5	USneg
1033.0122	4.0	CSneutFf
1037.0175	0.5	USneut
1057.001	4.0	CSminHf
1081.0065	4.0	CSnegFf
1085.3667	0.5	USneg
1105.0121	4.0	CSminFf
1129.0009	4.0	CSneutHf
1133.0173	0.5	USneut
1153.0066	4.0	CSneutFt
1177.012	4.0	CSnegHt
1201.0008	4.0	CSneutHt
1225.0063	4.0	CSminFt
1249.0119	4.0	CSnegFt
1273.0007	4.0	CSminHt
1297.0062	4.0	CSnegHf
1301.3667	0.5	USneg
1321.0117	4.0	CSneutHf
1325.0168	0.5	USneut
1345.0006	4.0	CSnegFf
1349.3667	0.5	USneg
1369.0061	4.0	CSminHf
1393.0116	4.0	CSneutFf
1397.0166	0.5	USneut
1417.0005	4.0	CSneutFt
1441.006	4.0	CSnegHt
1465.0115	4.0	CSneutHt
1489.0004	4.0	CSminFt
1513.0059	4.0	CSnegFt
1537.0114	4.0	CSminHt
1561.0003	4.0	CSminFf
1585.0058	4.0	CSnegHf
1589.3657	0.5	USneg
1609.0113	4.0	CSminFf
1633.0002	4.0	CSnegFf
1637.3658	0.5	USneg
1657.0057	4.0	CSminHf
1681.0112	4.0	CSneutFf
1685.0158	0.5	USneut
1705.0001	4.0	CSneutHf
1709.0158	0.5	USneut
1729.0056	4.0	CSneutFt
1753.0111	4.0	CSnegHt
1777.0	4.0	CSneutHt
1801.0055	4.0	CSminFt
1825.011	4.0	CSnegFt
1848.9999	4.0	CSminHt
