onset	duration	stimulus
1.0074	4.0	CSminHt
25.0128	4.0	CSnegFt
49.0016	4.0	CSnegHt
73.007	4.0	CSneutFt
97.0124	4.0	CSminFt
121.0012	4.0	CSneutHt
145.0066	4.0	CSminHt
169.0121	4.0	CSnegFt
193.0008	4.0	CSnegHt
217.0062	4.0	CSneutFt
241.0116	4.0	CSminFt
265.0004	4.0	CSneutHt
289.0058	4.0	CSneutFf
313.0112	4.0	CSnegHf
337.0001	4.0	CSneutHf
361.0054	4.0	CSminFf
385.0108	4.0	CSminHf
408.9996	4.0	CSnegFf
433.005	4.0	CSminHf
457.0105	4.0	CSneutFf
480.9992	4.0	CSminHt
505.0046	4.0	CSnegFt
529.0101	4.0	CSnegHt
552.9988	4.0	CSneutFt
577.0043	4.0	CSminFt
601.0097	4.0	CSneutHt
624.9984	4.0	CSnegFf
649.0039	4.0	CSnegHf
673.0093	4.0	CSminFf
696.9982	4.0	CSnegFf
721.0035	4.0	CSneutHf
745.0089	4.0	CSneutFf
768.9977	4.0	CSminFf
793.0031	4.0	CSnegHf
817.0085	4.0	CSminHf
840.9973	4.0	CSneutHf
865.0027	4.0	CSminHt
889.0081	4.0	CSnegFt
912.9969	4.0	CSnegHt
937.0023	4.0	CSneutFt
961.0077	4.0	CSminFt
984.9965	4.0	CSneutHt
1009.0019	4.0	CSnegHf
1033.0073	4.0	CSneutFf
1056.9961	4.0	CSminHf
1081.0015	4.0	CSnegFf
1105.0069	4.0	CSminFf
1128.9957	4.0	CSneutHf
1153.0011	4.0	CSminHt
1177.0066	4.0	CSnegFt
1200.9953	4.0	CSnegHt
1225.0007	4.0	CSneutFt
1249.0062	4.0	CSminFt
1272.9949	4.0	CSneutHt
1297.0003	4.0	CSnegHf
1321.0058	4.0	CSneutHf
1344.9945	4.0	CSnegFf
1369.0	4.0	CSminHf
1393.0054	4.0	CSneutFf
1416.9941	4.0	CSminHt
1440.9996	4.0	CSnegFt
1465.005	4.0	CSnegHt
1488.9938	4.0	CSneutFt
1512.9992	4.0	CSminFt
1537.0046	4.0	CSneutHt
1560.9934	4.0	CSminFf
1584.9988	4.0	CSnegHf
1609.0042	4.0	CSminFf
1632.993	4.0	CSnegFf
1656.9984	4.0	CSminHf
1681.0038	4.0	CSneutFf
1704.9926	4.0	CSneutHf
1728.998	4.0	CSminHt
1753.0034	4.0	CSnegFt
1776.9922	4.0	CSnegHt
1800.9976	4.0	CSneutFt
1825.003	4.0	CSminFt
1848.9918	4.0	CSneutHt
