onset	duration	stimulus
1.016	4.0	CSneutFt
25.0048	4.0	CSnegHt
49.0103	4.0	CSneutHt
73.0158	4.0	CSminFt
97.0047	4.0	CSnegFt
121.0102	4.0	CSminHt
145.0157	4.0	CSneutFt
169.0046	4.0	CSnegHt
193.0101	4.0	CSneutHt
217.0156	4.0	CSminFt
241.0045	4.0	CSnegFt
265.01	4.0	CSminHt
289.0155	4.0	CSneutFf
293.0204	0.5	USneut
313.0044	4.0	CSnegHf
317.3692	0.5	USneg
337.0099	4.0	CSneutHf
341.0192	0.5	USneut
361.0154	4.0	CSminFf
385.0043	4.0	CSminHf
409.0098	4.0	CSnegFf
413.3682	0.5	USneg
433.0153	4.0	CSminHf
457.0042	4.0	CSneutFf
461.0188	0.5	USneut
481.0097	4.0	CSneutFt
505.0152	4.0	CSnegHt
529.0041	4.0	CSneutHt
553.0096	4.0	CSminFt
577.0151	4.0	CSnegFt
601.004	4.0	CSminHt
625.0095	4.0	CSnegHf
629.3682	0.5	USneg
649.015	4.0	CSnegFf
653.3682	0.5	USneg
673.0039	4.0	CSnegFf
677.3672	0.5	USneg
697.0094	4.0	CSminFf
721.0149	4.0	CSneutHf
725.018	0.5	USneut
745.0038	4.0	CSneutFf
749.0179	0.5	USneut
769.0093	4.0	CSminFf
793.0148	4.0	CSnegHf
797.3672	0.5	USneg
817.0037	4.0	CSminHf
841.0092	4.0	CSneutHf
845.0176	0.5	USneut
865.0147	4.0	CSneutFt
889.0036	4.0	CSnegHt
913.0091	4.0	CSneutHt
937.0147	4.0	CSminFt
961.0035	4.0	CSnegFt
985.009	4.0	CSminHt
1009.0145	4.0	CSnegHf
1013.3662	0.5	USneg
1033.0034	4.0	CSneutFf
1037.017	0.5	USneut
1057.0089	4.0	CSminHf
1081.0144	4.0	CSnegFf
1085.3662	0.5	USneg
1105.0033	4.0	CSminFf
1129.0088	4.0	CSneutHf
1133.0167	0.5	USneut
1153.0143	4.0	CSneutFt
1177.0032	4.0	CSnegHt
1201.0087	4.0	CSneutHt
1225.0142	4.0	CSminFt
1249.0031	4.0	CSnegFt
1273.0086	4.0	CSminHt
1297.0142	4.0	CSnegHf
1301.3652	0.5	USneg
1321.003	4.0	CSneutHf
1325.0161	0.5	USneut
1345.0085	4.0	CSnegFf
1349.3652	0.5	USneg
1369.014	4.0	CSminHf
1393.0029	4.0	CSneutFf
1397.0158	0.5	USneut
1417.0084	4.0	CSneutFt
1440.9973	4.0	CSnegHt
1465.0028	4.0	CSneutHt
1489.0083	4.0	CSminFt
1512.9972	4.0	CSnegFt
1537.0028	4.0	CSminHt
1561.0082	4.0	CSminFf
1584.9971	4.0	CSnegHf
1589.3652	0.5	USneg
1609.0026	4.0	CSminFf
1633.0081	4.0	CSnegFf
1637.3642	0.5	USneg
1656.997	4.0	CSminHf
1681.0025	4.0	CSneutFf
1685.0149	0.5	USneut
1705.0082	4.0	CSneutHf
1709.0148	0.5	USneut
1728.9969	4.0	CSneutFt
1753.0024	4.0	CSnegHt
1777.0079	4.0	CSneutHt
1800.9968	4.0	CSminFt
1825.0023	4.0	CSnegFt
1849.0078	4.0	CSminHt
