onset	duration	stimulus
1.0083	4.0	CSminFt
25.0139	4.0	CSneutFt
49.0029	4.0	CSnegFt
73.0085	4.0	CSminHt
97.0141	4.0	CSnegHt
121.0031	4.0	CSneutHt
145.0087	4.0	CSminFt
169.0143	4.0	CSneutFt
193.0033	4.0	CSnegFt
217.0089	4.0	CSminHt
241.0145	4.0	CSnegHt
265.0034	4.0	CSneutHt
289.0091	4.0	CSneutFf
313.0147	4.0	CSnegHf
337.0036	4.0	CSnegFf
361.0093	4.0	CSminFf
385.0148	4.0	CSminHf
409.0038	4.0	CSminHf
433.0094	4.0	CSneutFf
457.015	4.0	CSneutHf
481.004	4.0	CSminFt
505.0096	4.0	CSneutFt
529.0152	4.0	CSnegFt
553.0042	4.0	CSminHt
577.0098	4.0	CSnegHt
601.0154	4.0	CSneutHt
625.0043	4.0	CSnegFf
649.01	4.0	CSnegHf
673.0156	4.0	CSminFf
697.0045	4.0	CSnegFf
721.0102	4.0	CSneutHf
745.0158	4.0	CSneutFf
769.0047	4.0	CSminFf
793.0103	4.0	CSminHf
817.0159	4.0	CSnegHf
841.0049	4.0	CSneutHf
865.0105	4.0	CSminFt
889.0161	4.0	CSneutFt
913.0051	4.0	CSnegFt
937.0107	4.0	CSminHt
961.0164	4.0	CSnegHt
985.0052	4.0	CSneutHt
1009.0109	4.0	CSnegHf
1033.0165	4.0	CSneutFf
1057.0054	4.0	CSminHf
1081.011	4.0	CSnegFf
1105.0166	4.0	CSneutHf
1129.0056	4.0	CSminFf
1153.0112	4.0	CSminFt
1177.0168	4.0	CSneutFt
1201.0058	4.0	CSnegFt
1225.0114	4.0	CSminHt
1249.017	4.0	CSnegHt
1273.006	4.0	CSneutHt
1297.0116	4.0	CSnegFf
1321.0173	4.0	CSnegHf
1345.0061	4.0	CSneutHf
1369.0118	4.0	CSminHf
1393.0174	4.0	CSneutFf
1417.0063	4.0	CSminFt
1441.0119	4.0	CSneutFt
1465.0176	4.0	CSnegFt
1489.0065	4.0	CSminHt
1513.0121	4.0	CSnegHt
1537.0177	4.0	CSneutHt
1561.0067	4.0	CSminFf
1585.0123	4.0	CSnegHf
1609.0179	4.0	CSneutFf
1633.0069	4.0	CSminFf
1657.0125	4.0	CSnegFf
1681.0181	4.0	CSminHf
1705.007	4.0	CSneutHf
1729.0127	4.0	CSminFt
1753.0183	4.0	CSneutFt
1777.0072	4.0	CSnegFt
1801.0128	4.0	CSminHt
1825.0184	4.0	CSnegHt
1849.0074	4.0	CSneutHt
