onset	duration	stimulus
1.0022	4.0	CSnegFt
25.0076	4.0	CSminHt
49.0131	4.0	CSneutFt
73.0018	4.0	CSnegHt
97.0072	4.0	CSneutHt
121.0127	4.0	CSminFt
145.0015	4.0	CSnegFt
169.0069	4.0	CSminHt
193.0123	4.0	CSneutFt
217.001	4.0	CSnegHt
241.0065	4.0	CSneutHt
265.0119	4.0	CSminFt
289.0007	4.0	CSnegHf
313.0061	4.0	CSneutFf
337.0115	4.0	CSminFf
361.0004	4.0	CSneutHf
385.0057	4.0	CSnegFf
409.0111	4.0	CSminHf
432.9999	4.0	CSneutFf
457.0053	4.0	CSminHf
481.0107	4.0	CSnegFt
504.9995	4.0	CSminHt
529.0049	4.0	CSneutFt
553.0103	4.0	CSnegHt
576.9991	4.0	CSneutHt
601.0045	4.0	CSminFt
625.01	4.0	CSnegHf
648.9987	4.0	CSnegFf
673.0041	4.0	CSnegFf
697.0096	4.0	CSminFf
720.9983	4.0	CSneutFf
745.0038	4.0	CSneutHf
769.0092	4.0	CSnegHf
792.9979	4.0	CSminFf
817.0034	4.0	CSneutHf
841.0088	4.0	CSminHf
864.9977	4.0	CSnegFt
889.003	4.0	CSminHt
913.0084	4.0	CSneutFt
936.9972	4.0	CSnegHt
961.0026	4.0	CSneutHt
985.008	4.0	CSminFt
1008.9968	4.0	CSneutFf
1033.0022	4.0	CSnegHf
1057.0076	4.0	CSnegFf
1080.9964	4.0	CSminHf
1105.0018	4.0	CSneutHf
1129.0072	4.0	CSminFf
1152.996	4.0	CSnegFt
1177.0015	4.0	CSminHt
1201.0069	4.0	CSneutFt
1224.9956	4.0	CSnegHt
1249.001	4.0	CSneutHt
1273.0065	4.0	CSminFt
1296.9952	4.0	CSneutHf
1321.0007	4.0	CSnegHf
1345.0061	4.0	CSminHf
1368.9949	4.0	CSnegFf
1393.0003	4.0	CSneutFf
1417.0057	4.0	CSnegFt
1440.9945	4.0	CSminHt
1464.9999	4.0	CSneutFt
1489.0053	4.0	CSnegHt
1512.9941	4.0	CSneutHt
1536.9995	4.0	CSminFt
1561.0049	4.0	CSnegHf
1584.9937	4.0	CSminFf
1608.9991	4.0	CSnegFf
1633.0045	4.0	CSminFf
1656.9933	4.0	CSneutFf
1680.9987	4.0	CSminHf
1705.0042	4.0	CSneutHf
1728.9929	4.0	CSnegFt
1752.9984	4.0	CSminHt
1777.0038	4.0	CSneutFt
1800.9925	4.0	CSnegHt
1824.998	4.0	CSneutHt
1849.0034	4.0	CSminFt
